0,9677,8142
0,8142,8610
0,8610,9181
0,9181,9365
0,9365,9677
1,9572,8348
1,8348,7919
1,7919,7789
1,7789,8640
1,8640,9572
2,8953,8688
2,8688,7983
2,7983,7889
2,7889,10238
2,10238,8953
3,7756,7960
3,7960,8725
3,8725,8456
3,8456,9153
3,9153,7756
4,8836,8751
4,8751,8719
4,8719,9548
4,9548,9317
4,9317,8836
5,9123,9334
5,9334,8527
5,8527,8826
5,8826,10038
5,10038,9123
6,10109,9499
6,9499,10034
6,10034,9305
6,9305,10223
6,10223,10109
7,9751,9960
7,9960,9637
7,9637,9591
7,9591,8207
7,8207,9751
8,9871,10241
8,10241,8325
8,8325,9661
8,9661,10232
8,10232,9871
9,9732,9675
9,9675,9097
9,9097,9459
9,9459,10001
9,10001,9732
10,10136,10196
10,10196,10228
10,10228,9958
10,9958,10027
10,10027,10136
11,10226,9540
11,9540,8938
11,8938,9843
11,9843,10219
11,10219,10226
12,4460,2687
12,2687,4089
12,4089,4681
12,4681,4628
12,4628,2744
12,2744,4460
13,3167,4431
13,4431,3986
13,3986,3971
13,3971,6922
13,6922,5561
13,5561,3167
14,4114,4118
14,4118,2596
14,2596,3506
14,3506,5891
14,5891,3032
14,3032,4114
15,3803,8035
15,8035,6482
15,6482,3123
15,3123,4292
15,4292,2644
15,2644,3803
16,6405,8258
16,8258,7291
16,7291,3768
16,3768,6786
16,6786,5540
16,5540,6405
17,3197,8390
17,8390,5008
17,5008,4140
17,4140,4491
17,4491,2695
17,2695,3197
18,4798,4630
18,4630,4450
18,4450,3619
18,3619,5987
18,5987,4799
18,4799,4798
19,5142,5985
19,5985,5982
19,5982,3041
19,3041,4527
19,4527,4086
19,4086,5142
20,7012,4839
20,4839,4841
20,4841,6191
20,6191,3078
20,3078,4787
20,4787,7012
21,6967,4775
21,4775,4774
21,4774,4508
21,4508,4013
21,4013,3894
21,3894,6967
22,8887,5320
22,5320,3826
22,3826,7167
22,7167,5868
22,5868,5750
22,5750,8887
23,9050,5066
23,5066,4200
23,4200,4577
23,4577,2713
23,2713,2825
23,2825,9050
24,2565,6858
24,6858,3174
24,3174,3292
24,3292,4207
24,4207,4008
24,4008,2565
25,5622,4602
25,4602,4083
25,4083,3956
25,3956,7131
25,7131,5623
25,5623,5622
26,3581,8366
26,8366,2915
26,2915,3442
26,3442,4235
26,4235,2626
26,2626,3581
27,3569,4590
27,4590,2716
27,2716,3259
27,3259,4940
27,4940,2826
27,2826,3569
28,7597,7577
28,7577,5651
28,5651,4017
28,4017,2574
28,2574,3026
28,3026,7597
29,6061,3392
29,3392,5690
29,5690,4044
29,4044,4031
29,4031,3373
29,3373,6061
30,4415,2669
30,2669,4275
30,4275,6065
30,6065,3059
30,3059,4411
30,4411,4415
31,4279,4282
31,4282,4195
31,4195,4962
31,4962,6020
31,6020,4126
31,4126,4279
32,9707,8072
32,8072,3359
32,3359,7229
32,7229,5218
32,5218,5771
32,5771,9707
33,2931,4555
33,4555,4053
33,4053,2709
33,2709,4309
33,4309,2651
33,2651,2931
34,3757,5232
34,5232,2920
34,2920,4332
34,4332,6418
34,6418,3114
34,3114,3757
35,5441,6569
35,6569,3134
35,3134,3683
35,3683,5083
35,5083,4594
35,4594,5441
36,7431,4977
36,4977,3523
36,3523,4886
36,4886,4514
36,4514,5787
36,5787,7431
37,7508,5385
37,5385,5828
37,5828,10091
37,10091,5462
37,5462,3939
37,3939,7508
38,5293,2929
38,2929,3961
38,3961,5420
38,5420,2961
38,2961,3901
38,3901,5293
39,4390,2668
39,2668,2972
39,2972,6321
39,6321,5124
39,5124,2882
39,2882,4390
40,3835,7273
40,7273,4268
40,4268,2641
40,2641,4070
40,4070,2588
40,2588,3835
41,7311,4437
41,4437,2679
