0,546,344
0,344,393
0,393,471
0,471,497
0,497,546
1,528,363
1,363,323
1,323,308
1,308,399
1,399,528
2,443,406
2,406,331
2,331,319
2,319,639
2,639,443
3,375,467
3,467,304
3,304,328
3,328,412
3,412,375
4,522,486
4,486,430
4,430,418
4,418,410
4,410,522
5,426,601
5,601,461
5,461,492
5,492,381
5,381,426
6,513,598
6,598,483
6,483,631
6,631,609
6,609,513
7,531,349
7,349,558
7,558,586
7,586,537
7,537,531
8,637,574
8,574,641
8,641,361
8,361,541
8,541,637
9,555,544
9,544,457
9,457,508
9,508,593
9,593,555
10,585,596
10,596,613
10,613,624
10,624,635
10,635,585
11,569,629
11,629,633
11,633,519
11,519,440
11,440,569
12,397,240
12,240,295
12,295,329
12,329,236
12,236,300
12,300,397
13,310,638
13,638,314
13,314,239
13,239,306
13,306,232
13,232,310
14,317,183
14,183,326
14,326,413
14,413,294
14,294,313
14,313,317
15,557,395
15,395,336
15,336,392
15,392,212
15,212,339
15,339,557
16,321,207
16,207,353
16,353,540
16,540,270
16,270,231
16,231,321
17,368,466
17,466,252
17,252,372
17,372,427
17,427,378
17,378,368
18,527,299
18,299,384
18,384,469
18,469,335
18,335,386
18,386,527
19,520,248
19,248,184
19,184,332
19,332,260
19,260,402
19,402,520
20,408,244
20,244,251
20,251,376
20,376,325
20,325,247
20,247,408
21,417,255
21,255,422
21,422,599
21,599,371
21,371,243
21,243,417
22,435,568
22,568,291
22,291,259
22,259,404
22,404,172
22,172,435
23,491,279
23,279,448
23,448,506
23,506,494
23,494,452
23,452,491
24,496,383
24,383,235
24,235,303
24,303,369
24,369,464
24,464,496
25,475,630
25,630,478
25,478,256
25,256,428
25,428,287
25,287,475
26,366,380
26,380,453
26,453,488
26,488,545
26,545,465
26,465,366
27,597,282
27,282,501
27,501,591
27,591,447
27,447,503
27,503,597
28,290,438
28,438,167
28,167,286
28,286,484
28,484,401
28,401,290
29,347,188
29,188,356
29,356,364
29,364,169
29,169,191
29,191,347
30,636,352
30,352,524
30,524,530
30,530,224
30,224,533
30,533,636
31,343,213
31,213,450
31,450,456
31,456,263
31,263,186
31,186,343
32,587,340
32,340,264
32,264,543
32,543,173
32,173,549
32,549,587
33,640,274
33,274,561
33,561,627
33,627,434
33,434,564
33,564,640
34,536,550
34,550,579
34,579,595
34,595,267
34,267,208
34,208,536
35,611,578
35,578,217
35,217,554
35,554,500
35,500,589
35,589,611
36,459,421
36,421,477
36,477,481
36,481,174
36,174,278
36,278,459
37,622,590
37,590,283
37,283,511
37,511,176
37,176,606
37,606,622
38,615,634
38,634,605
38,605,618
38,618,632
38,632,562
38,562,615
39,518,223
39,223,602
39,602,608
39,608,474
39,474,515
39,515,518
40,572,534
40,534,268
40,268,583
40,583,177
40,177,275
40,275,572
41,360,197
41,197,431
41,431,442
41,442,311
41,311,271
41,271,360
42,310,322
42,322,229
42,229,321
42,321,162
42,162,230
42,230,310
43,300,200
43,200,233
43,233,303
43,303,298
43,298,234
43,234,300
44,295,307
44,307,237
44,237,306
44,306,163
44,163,238
44,238,295
45,251,196
45,196,241
45,241,417
45,417,165
45,165,242
45,242,251
46,409,245
46,245,408
46,408,414
46,414,246
46,246,184
46,184,409
47,372,374
47,374,249
47,249,376
47,376,242
47,242,250
47,250,372
48,428,166
48,166,253
48,253,422
48,422,429
48,429,254
48,254,428
49,402,405
49,405,257
49,257,404
49,404,179
49,179,258
49,258,402
50,543,552
50,552,261
50,261,186
50,186,215
50,215,262
50,262,543
51,583,168
51,168,265
51,265,208
51,208,584
51,584,266
51,266,583
52,360,226
52,226,162
52,162,231
52,231,228
52,228,269
52,269,360
53,572,171
53,171,272
53,272,561
53,561,573
53,573,273
53,273,572
54,448,460
54,460,276
54,276,459
54,459,446
54,446,277
54,277,448
55,511,175
55,175,280
55,280,501
55,501,512
55,512,281
55,281,511
56,475,485
56,485,284
56,284,484
56,484,178
56,178,285
56,285,475
57,259,439
57,439,288
57,288,438
57,438,289
57,289,179
57,179,259
58,329,238
58,238,292
58,292,313
58,313,180
58,180,293
58,293,329
59,397,234
59,234,296
59,296,384
59,384,398
59,398,297
59,297,397
60,201,301
60,301,369
60,369,233
60,233,302
60,302,328
60,328,201
61,399,182
61,182,322
61,322,232
61,232,237
61,237,305
61,305,399
62,271,181
62,181,309
62,309,638
62,638,230
62,230,226
62,226,271
63,318,312
63,312,317
63,317,292
63,292,163
63,163,239
63,239,318
64,415,315
64,315,183
64,183,312
64,312,316
64,316,639
64,639,415
65,357,320
65,320,207
65,207,229
65,229,182
65,182,308
65,308,357
66,413,194
66,194,414
66,414,247
66,247,411
66,411,324
66,324,413
67,293,327
67,327,412
67,412,302
67,302,200
67,200,236
67,236,293
68,405,260
68,260,330
68,330,415
68,415,319
68,319,192
68,192,405
69,392,387
69,387,333
69,333,386
69,386,185
69,185,334
69,334,392
70,552,264
70,264,187
70,187,337
70,337,557
70,557,338
70,338,552
71,393,490
71,490,341
71,341,213
71,213,391
71,391,342
71,342,393
72,558,526
72,526,345
72,345,188
72,188,348
72,348,346
72,346,558
73,540,525
73,525,350
73,350,524
73,524,189
73,189,351
73,351,540
74,525,353
74,353,320
74,320,354
74,354,364
74,364,355
74,355,525
75,541,566
75,566,358
75,358,197
75,197,269
75,269,359
75,359,541
76,388,362
76,362,169
76,169,354
76,354,357
76,357,323
76,323,388
77,464,301
77,301,365
77,365,466
77,466,164
77,164,367
77,367,464
78,427,250
78,250,165
78,165,243
78,243,425
78,425,370
78,370,427
79,249,373
