0,0,1,0.897598,1.5708,0.0152054
0.894427,0,0.447214,8.98792,0.463648,0.0152054
0.723607,0.525731,-0.447214,6.54521,-0.463648,0.0152054
0.276393,0.850651,0.447214,3.05479,0.463648,0.0152054
-0.276393,0.850651,-0.447214,-3.05479,-0.463648,0.0152054
-0.723607,0.525731,0.447214,-6.54521,0.463648,0.0152054
-0.894427,1.09536e-16,-0.447214,-8.98792,-0.463648,0.0152054
0.276393,-0.850651,0.447214,3.05479,0.463648,0.0152054
0.723607,-0.525731,-0.447214,6.54521,-0.463648,0.0152054
-0.723607,-0.525731,0.447214,-6.54521,0.463648,0.0152054
-0.276393,-0.850651,-0.447214,-3.05479,-0.463648,0.0152054
1.22465e-16,0,-1,-0.897598,-1.5708,0.0152054
0.688191,0.5,0.525731,-6.2092,0.553574,0.019704
0.951057,0.309017,6.12323e-17,0,0,0.019704
0.587785,0.809017,6.12323e-17,0,0,0.019704
0.16246,-0.5,0.850651,1.36598,1.01722,0.019704
0.951057,-0.309017,6.12323e-17,0,0,0.019704
-0.262866,0.809017,0.525731,3.02385,0.553574,0.019704
0.525731,0,0.850651,2.71306,1.01722,0.019704
0.262866,0.809017,-0.525731,-3.02385,-0.553574,0.019704
6.12323e-17,1,6.12323e-17,0,0,0.019704
-0.587785,0.809017,6.12323e-17,0,0,0.019704
0.425325,0.309017,-0.850651,0.813651,-1.01722,0.019704
-0.850651,1.04175e-16,0.525731,8.73019,0.553574,0.019704
0.16246,0.5,0.850651,1.36598,1.01722,0.019704
-0.688191,0.5,-0.525731,6.2092,-0.553574,0.019704
-0.425325,0.309017,0.850651,-0.813651,1.01722,0.019704
-0.951057,-0.309017,6.12323e-17,0,0,0.019704
-0.16246,0.5,-0.850651,-1.36598,-1.01722,0.019704
0.688191,-0.5,0.525731,-6.2092,0.553574,0.019704
0.587785,-0.809017,6.12323e-17,0,0,0.019704
-0.425325,-0.309017,0.850651,-0.813651,1.01722,0.019704
-0.262866,-0.809017,0.525731,3.02385,0.553574,0.019704
0.425325,-0.309017,-0.850651,0.813651,-1.01722,0.019704
-1.60812e-16,-1,6.12323e-17,0,0,0.019704
-0.587785,-0.809017,6.12323e-17,0,0,0.019704
-0.951057,0.309017,6.12323e-17,0,0,0.019704
-0.688191,-0.5,-0.525731,6.2092,-0.553574,0.019704
-0.16246,-0.5,-0.850651,-1.36598,-1.01722,0.019704
-0.525731,6.43835e-17,-0.850651,-2.71306,-1.01722,0.019704
0.262866,-0.809017,-0.525731,-3.02385,-0.553574,0.019704
0.850651,-1.30515e-16,-0.525731,-8.73019,-0.553574,0.019704
1,-8.75518e-17,6.12323e-17,0,0,0.0206319
0.447214,0.525731,0.723607,-4.0238,0.809014,0.0206319
0.861803,0.425325,0.276393,-1.59106,0.280039,0.0206319
-0.309017,0.951057,6.12323e-17,0,0,0.0206319
0.138197,0.951057,-0.276393,-6.1755,-0.280039,0.0206319
-0.138197,0.951057,0.276393,6.1755,0.280039,0.0206319
-0.67082,0.688191,-0.276393,6.81598,-0.280039,0.0206319
0.361803,0.587785,-0.723607,2.27791,-0.809014,0.0206319
-0.361803,-0.587785,0.723607,-2.27791,0.809014,0.0206319
0.138197,-0.951057,-0.276393,-6.1755,-0.280039,0.0206319
0.947214,-0.16246,-0.276393,-5.75058,-0.280039,0.0206319
0.361803,-0.587785,-0.723607,2.27791,-0.809014,0.0206319
-0.947214,0.16246,0.276393,5.75058,0.280039,0.0206319
-0.861803,-0.425325,-0.276393,1.59106,-0.280039,0.0206319
-0.447214,0.525731,-0.723607,4.0238,-0.809014,0.0206319
0.138197,0.425325,-0.894427,-1.13451,-1.10715,0.0206319
0.67082,0.688191,0.276393,-6.81598,0.280039,0.0206319
0.638197,0.262866,0.723607,0.688656,0.809014,0.0206319
0.228109,0.702046,0.674609,2.46245,0.740435,0.0186832
0.959253,0.160622,0.232454,5.12458,0.2346,0.0186832
0.947214,0.16246,-0.276393,-5.75058,-0.280039,0.0206319
0.809017,0.587785,6.12323e-17,0,0,0.0206319
0.68164,0.69378,-0.232454,6.02781,-0.2346,0.0186832
0.959253,-0.160622,0.232454,5.12458,0.2346,0.0186832
0.309017,0.951057,6.12323e-17,0,0,0.0206319
0.501375,0.702046,0.505721,-6.1801,0.530217,0.0186832
0.512752,0.69378,-0.505721,6.50212,-0.530217,0.0186832
0.361803,-0.262866,0.894427,-0.0654922,1.10715,0.0206319
-0.0527864,-0.688191,0.723607,5.34702,0.809014,0.0206319
-0.221077,-0.160622,0.961938,0.733246,1.29401,0.0186832
0.501375,-0.702046,0.505721,-6.1801,0.530217,0.0186832
0.809017,-0.587785,6.12323e-17,0,0,0.0206319
0.861803,-0.425325,0.276393,-1.59106,0.280039,0.0206319
0.818274,-0.273267,-0.505721,-2.78889,-0.530217,0.0186832
0.822619,-0.259892,0.505721,3.30993,0.530217,0.0186832
-0.0527864,0.688191,0.723607,5.34702,0.809014,0.0206319
-0.447214,0.850651,0.276393,-2.2786,0.280039,0.0206319
0.143665,0.961938,0.232454,5.38353,0.2346,0.0186832
-0.597196,0.433889,0.674609,-4.25596,0.740435,0.0186832
0.361803,0.262866,0.894427,-0.0654922,1.10715,0.0206319
0.638197,-0.262866,0.723607,0.688656,0.809014,0.0206319
0.084444,-0.259892,0.961938,0.913161,1.29401,0.0186832
0.447214,-0.525731,0.723607,-4.0238,0.809014,0.0206319
0.822619,0.259892,0.505721,3.30993,0.530217,0.0186832
0.0527864,0.688191,-0.723607,-5.34702,-0.809014,0.0206319
0.597196,0.433889,-0.674609,4.25596,-0.740435,0.0186832
-0.143665,0.961938,-0.232454,-5.38353,-0.2346,0.0186832
0.449186,0.862668,0.232454,-1.92801,0.2346,0.0186832
0.447214,0.850651,-0.276393,2.2786,-0.280039,0.0206319
-0.449186,0.862668,-0.232454,1.92801,-0.2346,0.0186832
-0.809017,0.587785,6.12323e-17,0,0,0.0206319
-0.512752,0.69378,0.505721,-6.50212,0.530217,0.0186832
-0.501375,0.702046,-0.505721,6.1801,-0.530217,0.0186832
0.447214,-2.91839e-17,-0.894427,-1.87615,-1.10715,0.0206319
-0.084444,0.259892,-0.961938,-0.913161,-1.29401,0.0186832
0.818274,0.273267,-0.505721,-2.78889,-0.530217,0.0186832
-0.947214,-0.16246,0.276393,5.75058,0.280039,0.0206319
